"glytoucan_ac","sequence_byonic"
"G07640EG","Hex(5)HexNAc(6)dHex(1) % 2192.8088267"
"G07641UW","Hex(4)HexNAc(2)dHex(1)NeuAc(2) % 1800.62934605"
"G07641WS","Hex(1)HexNAc(1)dHex(1) % 529.200669675"
"G07644TA","Hex(5)HexNAc(4)dHex(2)NeuAc(1) % 2223.80340699"
"G07646UD","Hex(2)HexNAc(3)dHex(1) % 1097.41223838"
"G07654FU","Hex(5)HexNAc(5) % 1843.67154523"
"G07654VI","Hex(1)dHex(1)HexN(1) % 487.190104975"
"G07665ZE","Hex(2)HexNAc(1)NeuAc(1) % 836.29100094"
"G07666IB","Hex(3)HexNAc(6) % 1722.64527083"
"G07668UR","Hex(10)HexNAc(9)dHex(1) % 3612.31106202"
"G07669FN","Hex(5)HexNAc(6)aldi(1) % 2048.7665679"
"G07670VS","HexNAc(5) % 1033.40742772"
"G07672VG","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G07674LF","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G07675FU","Hex(7)HexNAc(6)NeuAc(3) % 3244.14281473"
"G07675NG","Hex(1)HexNAc(1)dHex(1)NeuAc(1) % 820.29608631"
"G07676GT","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G07677VL","Hex(3)HexNAc(3)NeuAc(2) % 1695.59798628"
"G07680YZ","Hex(3)HexNAc(4) % 1316.48652562"
"G07681KR","Hex(5)HexNAc(5)dHex(3)aldi(1) % 2283.86092191"
"G07682NT","Hex(8)HexNAc(2) % 1720.59189791"
"G07682PQ","Hex(5)HexNAc(4)dHex(3) % 2078.76589923"
"G07689ET","Hex(1)HexNAc(2)NeuAc(2)aldi(1) % 1170.42861675"
"G07692KY","Hex(2)HexNAc(2)dHex(2) % 1040.39077465"
"G07695IB","Hex(3)HexNAc(2)dHex(2)aldi(1) % 1204.45924822"
"G07695ZT","Hex(5)HexNAc(4)dHex(1) % 1786.65008149"
"G07696MJ","Hex(2) % 342.1162117"
"G07696SY","Hex(7)HexNAc(6)NeuAc(3)S(1) % 3324.09962933"
"G07699XI","Hex(6)HexNAc(5) % 2005.72436873"
"G07700RW","Hex(2)HexNAc(2)aldi(1) % 750.29060698"
"G07703ST","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G07707ZV","HexNAc(2)NeuAc(1) % 715.264726545"
"G07709IM","Hex(1)HexNAc(1)S(2) % 543.056389985"
"G07714HL","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G07714MB","Hex(3)HexNAc(2) % 910.32778041"
"G07717DI","Hex(7)HexNAc(7)dHex(3) % 3012.10966405"
"G07719CD","Hex(1)HexNAc(3)NeuAc(2)aldi(1) % 1373.50798936"
"G07723MS","Hex(5)HexNAc(4)dHex(2) % 1932.70799036"
"G07737CN","Hex(10)HexNAc(2) % 2044.69754491"
"G07737WD","Hex(3)HexNAc(2)dHex(2)NeuAc(1) % 1493.53901479"
"G07741OQ","Hex(8)HexNAc(1) % 1517.51252531"
"G07748HG","Hex(3)HexNAc(6)dHex(1)aldi(1) % 1870.71882977"
"G07752LC","Hex(8)HexNAc(8)dHex(1) % 3085.12604241"
"G07755XJ","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G07764QX","Hex(5)HexNAc(5)NeuAc(1)NeuGc(1) % 2441.85729313"
"G07767MC","Hex(7)HexNAc(5)dHex(1)NeuAc(1) % 2604.93051773"
"G07781GN","Hex(6)HexNAc(5)dHex(1)NeuGc(1) % 2458.87260886"
"G07783DH","Hex(4)HexNAc(4)NeuAc(1) % 1769.63476576"
"G07784RW","Hex(2)HexNAc(3)dHex(1) % 1097.41223838"
"G07799LX","Hex(5)HexNAc(4)dHex(3)NeuAc(1) % 2369.86131587"
"G07800ED","Hex(4)HexNAc(7)dHex(1) % 2233.83537581"
"G07802IC","Hex(5)HexNAc(4)dHex(1)NeuAc(2)S(1) % 2448.79772935"
"G07804PO","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G07810DU","Hex(7)HexNAc(4)dHex(1) % 2110.75572849"
"G07810QS","Hex(8)HexNAc(7)NeuAc(2) % 3318.1795942"
"G07810SB","Hex(1)HexNAc(1) % 383.142760805"
"G07815PK","Hex(7)HexNAc(6)dHex(4) % 2955.08820031"
"G07817HH","Hex(7)HexNAc(6)dHex(4)NeuAc(1)aldi(1) % 3248.19926701"
"G07819HC","Hex(2)HexNAc(2)NeuAc(1) % 1039.37037354"
"G07819QF","Hex(3) % 504.1690352"
"G07822HH","Hex(4)HexNAc(2)dHex(1)NeuAc(1) % 1509.53392942"
"G07829JQ","Hex(5)HexNAc(4)dHex(1)S(1) % 1866.60689608"
"G07831RZ","Hex(5)HexNAc(3) % 1437.51280002"
"G07835SR","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G07842DQ","Hex(7)HexNAc(6)NeuAc(4) % 3535.23823137"
"G07860ZO","Hex(3)HexNAc(2) % 910.32778041"
"G07863BE","Hex(3)HexNAc(1)dHex(1) % 853.306316675"
"G07863NE","Hex(3)HexNAc(6) % 1722.64527083"
"G07865ET","Hex(8)HexNAc(8)dHex(2) % 3231.18395128"
"G07865UJ","Hex(3)HexNAc(7) % 1925.72464343"
"G07869UA","Hex(1)HexNAc(3)dHex(1) % 935.359414885"
"G07875AD","Hex(3)HexNAc(4)aldi(1) % 1318.50217569"
"G07885PS","Hex(6)HexNAc(5)dHex(2)NeuAc(2) % 2880.03101973"
"G07887XY","Hex(7)HexNAc(4) % 1964.69781962"
"G07888AF","Hex(5)HexNAc(1)dHex(1) % 1177.41196367"
"G07888KH","Hex(3)dHex(2) % 796.28485294"
"G07891AD","Hex(4) % 666.2218587"
"G07900JQ","Hex(2)HexNAc(2) % 748.27495691"
"G07904XW","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G07906WF","Hex(3)HexNAc(5) % 1519.56589823"
"G07920KW","Hex(1)HexNAc(2)S(1)aldi(1) % 668.19459807"
"G07920XA","Hex(9)HexNAc(6)dHex(5) % 3425.25175618"
"G07920ZX","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G07921VN","Hex(10)HexNAc(2) % 2044.69754491"
"G07922MT","Hex(4)HexNAc(6)dHex(2) % 2176.81391207"
"G07923CD","Hex(1)HexNAc(2) % 586.22213341"
"G07925NB","Hex(9)HexNAc(1) % 1679.5653488"
"G07927YP","Hex(9)HexNAc(5)dHex(1) % 2637.9407481"
"G07929VT","Hex(5)HexNAc(3) % 1437.51280002"
"G07930SC","Hex(4)HexNAc(1)dHex(1) % 1015.35914017"
"G07932PU","Hex(2)HexNAc(3) % 951.354329515"
"G07937JG","Hex(5)HexNAc(4)NeuGc(3) % 2561.86316642"
"G07940ON","Hex(6)HexNAc(5)dHex(2)NeuGc(2) % 2912.020849"
"G07943FD","Hex(2)HexNAc(3)dHex(2) % 1243.47014726"
"G07947TY","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G07957RU","Hex(4)HexNAc(2) % 1072.38060391"
"G07971YJ","Hex(6)HexNAc(1)aldi(1) % 1195.42252837"
"G07975HS","Hex(4)HexNAc(5)NeuAc(1) % 1972.71413836"
"G07978HT","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G07982BU","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G07982LO","Hex(2)HexNAc(3) % 951.354329515"
"G07982RO","HexNAc(2) % 424.16930991"
"G07988QE","Hex(3)HexNAc(2)dHex(1) % 1056.38568928"
"G07990UY","Hex(5)HexNAc(4)NeuAc(1)aldi(1) % 1933.70323933"
"G07995UK","Hex(3)HexNAc(3)S(1)aldi(1) % 1195.37961767"
"G07995VK","Hex(5)HexNAc(4)NeuAc(1) % 1931.68758926"
"G07997TN","Hex(4)HexNAc(3)dHex(2)aldi(1) % 1569.59144432"
"G08005PG","Hex(7)HexNAc(6)dHex(1)NeuAc(4)aldi(1) % 3683.31179031"
"G08009WT","HexNAc(1)HexA(1)S(2) % 557.035654545"
"G08011QI","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G08012BR","Hex(1)dHex(1) % 326.12129707"
"G08016RU","Hex(2) % 342.1162117"
"G08016YO","Hex(2)HexNAc(3)dHex(1)aldi(1) % 1099.42788845"
"G08017ND","Hex(1)HexNAc(3) % 789.301506015"
"G08018ED","Hex(5)HexNAc(4)dHex(2) % 1932.70799036"
"G08026DE","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G08027ZQ","Hex(5)HexNAc(4)dHex(1)HexA(1)S(1) % 2042.63898414"
"G08041YY","Hex(6)HexNAc(5) % 2005.72436873"
"G08043ID","Hex(3)HexNAc(3)dHex(2) % 1405.52297075"
"G08046LM","Hex(2)HexNAc(2)dHex(1)NeuAc(1)aldi(1) % 1187.44393248"
"G08053IV","Hex(4)HexNAc(1)dHex(1)NeuGc(1) % 1322.44947144"
"G08055MG","Hex(2)HexNAc(3)dHex(1)aldi(1) % 1099.42788845"
"G08059ZN","Hex(1)HexNAc(3)dHex(1)NeuAc(1)S(1) % 1306.41164611"
"G08060JF","Hex(8)HexNAc(2) % 1720.59189791"
"G08060KQ","Hex(3) % 504.1690352"
"G08062CY","Hex(9)HexNAc(5) % 2491.88283923"
"G08064FX","Hex(5) % 828.2746822"
"G08064PD","Hex(3)HexNAc(2) % 910.32778041"
"G08066KX","Hex(1)HexNAc(1)aldi(1) % 385.158410875"
"G08076GP","Hex(5)HexNAc(5) % 1843.67154523"
"G08078GR","Hex(9)HexNAc(6)dHex(1)NeuAc(2) % 3423.21095397"
"G08078RH","Hex(9)HexNAc(5)dHex(1) % 2637.9407481"
"G08079IN","Hex(2)HexNAc(2)NeuAc(1) % 1039.37037354"
"G08082XD","HexNAc(2)NeuAc(1)S(1) % 795.221541135"
"G08083HB","HexNAc(2)dHex(1) % 570.22721878"
"G08096ND","Hex(3)HexNAc(3) % 1113.40715301"
"G08107BH","Hex(3) % 504.1690352"
"G08107SW","Hex(1)HexNAc(2)dHex(1) % 732.28004228"
"G08110WX","Hex(3)HexNAc(6)dHex(1)NeuAc(1) % 2159.79859633"
"G08111FJ","Hex(6)HexNAc(6)dHex(3) % 2646.97746794"
"G08113XU","Hex(6)HexNAc(4)dHex(1) % 1948.70290499"
"G08116AL","Hex(3)HexNAc(3)dHex(3) % 1551.58087963"
"G08126NH","HexNAc(1)dHex(2) % 513.205755045"
"G08126QR","Hex(4)HexNAc(4)dHex(1) % 1624.59725799"
"G08130NB","Hex(5)HexNAc(4)dHex(2) % 1932.70799036"
"G08131WI","Hex(2)HexNAc(4)NeuAc(1) % 1445.52911876"
"G08132AH","Hex(7)HexNAc(6)NeuAc(3) % 3244.14281473"
"G08137JI","Hex(1)HexNAc(2) % 586.22213341"
"G08138OC","Hex(6)HexNAc(3)dHex(1)NeuAc(1) % 2036.71894902"
"G08140FC","Hex(2)HexNAc(2)NeuAc(1)aldi(1) % 1041.38602361"
"G08140SH","Hex(4)HexNAc(6)dHex(1) % 2030.7560032"
"G08143BZ","Hex(5)HexNAc(3) % 1437.51280002"
"G08146BT","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G08147LK","Hex(4)HexNAc(3) % 1275.45997651"
"G08157XK","Hex(2)HexNAc(3) % 951.354329515"
"G08158TI","Hex(4)dHex(2) % 958.33767644"
"G08161JQ","Hex(4)HexNAc(5)dHex(1) % 1827.6766306"
"G08161XL","Hex(4)HexNAc(2) % 1072.38060391"
"G08167XU","Hex(6)HexNAc(5)dHex(2) % 2297.84018646"
"G08169IN","Hex(1)HexNAc(1)NeuGc(1) % 690.23309207"
"G08174NQ","Hex(6)HexNAc(4)dHex(1) % 1948.70290499"
"G08174SZ","Hex(4)HexNAc(9)dHex(1) % 2639.99412102"
"G08176ZW","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G08178PQ","HexNAc(1)NeuAc(1) % 512.18535394"
"G08180WU","Hex(1)HexNAc(2)aldi(1) % 588.23778348"
"G08182IE","Hex(7)HexNAc(6)dHex(1)NeuAc(4) % 3681.29614024"
"G08185DV","Hex(4)HexNAc(5)dHex(1)S(1) % 1907.63344519"
"G08187GM","Hex(6)HexNAc(4) % 1802.64499612"
"G08188KN","Hex(3)HexNAc(5)dHex(2)aldi(1) % 1813.69736604"
"G08188WC","Hex(1)NeuAc(1)S(1) % 551.115619425"
"G08190JB","Hex(3)HexNAc(4)dHex(2) % 1608.60234336"
"G08191RW","Hex(5)HexNAc(5)dHex(1)NeuAc(2) % 2571.92028737"
"G08194HH","Hex(7)HexNAc(6)NeuAc(1) % 2661.95198146"
"G08201TX","Hex(4)HexNAc(4)dHex(1)aldi(1) % 1626.61290806"
"G08205LJ","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G08212AK","Hex(3)HexNAc(6)S(2) % 1882.55890001"
"G08214IK","Hex(4) % 666.2218587"
"G08230UB","Hex(6)HexNAc(5)dHex(1)NeuAc(1) % 2442.87769423"
"G08236FT","Hex(6)HexNAc(6)dHex(1)NeuAc(2) % 2937.05248347"
"G08242BT","Hex(6)HexNAc(4)dHex(2) % 2094.76081386"
"G08244FE","Hex(7)HexNAc(6)dHex(5)aldi(1) % 3103.16175925"
"G08244HV","HexNAc(1)NeuAc(1) % 512.18535394"
"G08244KE","Hex(3)HexNAc(3)NeuAc(1)aldi(1) % 1406.51821972"
"G08244YE","Hex(4)HexNAc(4)dHex(1)aldi(1) % 1626.61290806"
"G08245HF","Hex(11)HexNAc(10)dHex(2) % 4123.50116699"
"G08246VJ","Hex(3)HexNAc(1)dHex(1)NeuAc(1) % 1144.40173331"
"G08254OJ","Hex(6)HexNAc(4)dHex(2)aldi(1) % 2096.77646393"
"G08254PX","Hex(2) % 342.1162117"
"G08262RI","Hex(11)HexNAc(2) % 2206.75036841"
"G08262VQ","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G08265CU","Hex(2)HexNAc(2)dHex(2)S(1) % 1120.34758924"
"G08266DC","Hex(1)HexNAc(1)dHex(1)NeuAc(1) % 820.29608631"
"G08275UE","Hex(3)HexNAc(3)S(1)aldi(1) % 1195.37961767"
"G08276QL","Hex(5)HexNAc(5)dHex(3)NeuAc(1) % 2572.94068847"
"G08276UQ","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G08283ER","Hex(1)HexNAc(2) % 586.22213341"
"G08290VR","Hex(4)HexNAc(4)dHex(1)NeuAc(1) % 1915.69267463"
"G08293MJ","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G08298VG","Hex(5)HexNAc(4)NeuGc(2) % 2254.77283515"
"G08300EX","HexNAc(1)dHex(2) % 513.205755045"
"G08301LT","Hex(5)HexNAc(1) % 1031.35405481"
"G08304AG","Hex(5)HexNAc(2) % 1234.43342741"
"G08317JP","Hex(1)HexNAc(2)NeuAc(1)S(1) % 957.274364635"
"G08324IQ","Hex(3)HexNAc(2)NeuAc(2) % 1492.51861368"
"G08324RM","Hex(7)HexNAc(6)dHex(5)NeuAc(3) % 3974.43235908"
"G08324ZK","Hex(1)dHex(1) % 326.12129707"
"G08326JL","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G08332VE","Hex(3)HexNAc(2) % 910.32778041"
"G08337RT","Hex(12)HexNAc(1) % 2165.72381931"
"G08348BC","Hex(6)HexNAc(1) % 1193.4068783"
"G08349KU","Hex(6)HexNAc(5)dHex(2) % 2297.84018646"
"G08351JQ","Hex(4)HexNAc(5)NeuAc(1) % 1972.71413836"
"G08354GM","Hex(3) % 504.1690352"
"G08355EN","NeuAc(3+) % "
"G08357TG","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G08358DN","Hex(3)HexNAc(3) % 1113.40715301"
"G08364MT","Hex(6)HexNAc(5)NeuAc(3)aldi(1) % 2881.0262687"
"G08371CD","HexNAc(1)NeuAc(1) % 512.18535394"
"G08371QU","Hex(6)HexNAc(7)dHex(1) % 2557.94102281"
"G08371VN","Hex(5)HexNAc(3)NeuAc(1) % 1728.60821665"
"G08373SM","Hex(6)HexNAc(4)NeuAc(3) % 2675.93124602"
"G08378VD","Hex(7)HexNAc(3) % 1761.61844701"
"G08378WD","Hex(7)HexNAc(6)dHex(1)NeuAc(1) % 2808.00989034"
"G08380AT","Hex(5)HexNAc(3)dHex(1)NeuAc(1) % 1874.66612552"
"G08380SA","Hex(2)NeuGc(2) % 956.29687423"
"G08394CG","Hex(3)HexNAc(3)NeuAc(1) % 1404.50256965"
"G08396BF","Hex(2)HexNAc(2)NeuAc(1) % 1039.37037354"
"G08403NB","Hex(2)HexNAc(3)dHex(2)NeuAc(1)aldi(1) % 1536.58121396"
"G08418PB","Hex(4)HexNAc(6) % 1884.69809433"
"G08425VQ","Hex(2)HexNAc(2)NeuAc(1) % 1039.37037354"
"G08426DX","Hex(2)HexNAc(2)NeuAc(2) % 1330.46579018"
"G08427TM","Hex(6)HexNAc(3)dHex(3) % 2037.73935012"
"G08429CA","Hex(2)HexNAc(1)dHex(1) % 691.253493175"
"G08429SS","Hex(3)HexNAc(3) % 1113.40715301"
"G08431YY","Hex(4)HexNAc(2)dHex(2)NeuAc(1) % 1655.59183828"
"G08437RN","Hex(4)HexNAc(2)NeuAc(1) % 1363.47602054"
"G08439GP","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G08450OR","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G08453HV","Hex(1)dHex(1) % 326.12129707"
"G08456JO","Hex(5)HexNAc(4)dHex(3) % 2078.76589923"
"G08456TO","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G08459GF","Hex(1)HexNAc(1)S(1) % 463.099575395"
"G08463CD","Hex(2)HexNAc(3)dHex(2) % 1243.47014726"
"G08465VN","Hex(1)HexNAc(1)NeuAc(3)aldi(1) % 1258.44466078"
"G08468WZ","Hex(5)HexNAc(5)dHex(2) % 2135.78736296"
"G08474XG","Hex(5)HexNAc(4)dHex(1)aldi(1) % 1788.66573156"
"G08482AW","Hex(5)HexNAc(4)NeuAc(2) % 2222.78300589"
"G08485QG","HexNAc(2)HexA(2) % 776.23348603"
"G08485TO","Hex(2)HexNAc(1)dHex(1)NeuAc(1) % 982.34890981"
"G08486KQ","Hex(3)HexNAc(5)NeuAc(5) % 2975.0429814"
"G08487XA","Hex(2)HexNAc(2) % 748.27495691"
"G08488JZ","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G08490CT","Hex(3)HexNAc(8)dHex(1) % 2274.86192491"
"G08491RV","Hex(3)HexNAc(5)dHex(1)aldi(1) % 1667.63945717"
"G08492JZ","Hex(3)HexNAc(9)dHex(1) % 2477.94129751"
"G08493GY","Hex(8)HexNAc(7) % 2735.98876094"
"G08497KY","Hex(3) % 504.1690352"
"G08509IM","Hex(5)HexNAc(3)dHex(1)aldi(1) % 1585.58635895"
"G08514GA","Hex(2)dHex(2) % 634.23202944"
"G08514IA","Hex(2)HexNAc(3)S(1)aldi(1) % 1033.32679418"
"G08514XR","Hex(7)HexNAc(5)NeuAc(3) % 3041.06344213"
"G08519QY","Hex(7)HexNAc(5)NeuAc(2) % 2749.9680255"
"G08520NM","Hex(5)HexNAc(3) % 1437.51280002"
"G08524WM","Hex(3)HexNAc(5)dHex(2) % 1811.68171597"
"G08527WT","Hex(6)HexNAc(5)dHex(1)NeuAc(3) % 3025.0685275"
"G08535CF","Hex(1)NeuAc(1) % 471.158804835"
"G08535US","Hex(4)HexNAc(5)dHex(1)aldi(1) % 1829.69228066"
"G08536AN","Hex(4)HexNAc(1)NeuAc(1) % 1160.39664794"
"G08537LY","Hex(3)HexNAc(4)dHex(1) % 1462.54443449"
"G08539FO","Hex(2) % 342.1162117"
"G08539HC","Hex(6)HexNAc(7)dHex(1)NeuAc(1) % 2849.03643944"
"G08540DD","Hex(3)HexNAc(1)dHex(1)NeuAc(1) % 1144.40173331"
"G08543DY","Hex(6)HexNAc(6)dHex(3) % 2646.97746794"
"G08548AD","Hex(6)HexNAc(4)dHex(2) % 2094.76081386"
"G08551GM","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G08551YA","Hex(4)HexNAc(2)dHex(1) % 1218.43851278"
"G08557LQ","Hex(1)HexNAc(2)dHex(1)NeuAc(1) % 1023.37545891"
"G08561XZ","Hex(6)HexNAc(5)dHex(1)NeuAc(3)aldi(1) % 3027.08417757"
"G08563MM","Hex(3)HexNAc(3)dHex(1) % 1259.46506188"
"G08569VN","Hex(3)HexNAc(2)NeuAc(2)S(1) % 1572.47542827"
"G08570DT","Hex(1)HexNAc(1)NeuAc(2) % 965.333594075"
"G08570LJ","Hex(8)HexNAc(5)dHex(1)NeuAc(1) % 2766.98334123"
"G08575MS","Hex(1)HexNAc(1)S(1) % 463.099575395"
"G08577PR","Hex(5)HexNAc(5)dHex(1) % 1989.7294541"
"G08577ZR","Hex(4)HexNAc(5)dHex(1) % 1827.6766306"
"G08578KJ","Hex(9)HexNAc(9)dHex(1) % 3450.25823851"
"G08583SH","Hex(2)HexNAc(1) % 545.195584305"
"G08590QR","Hex(3)HexNAc(1) % 707.248407805"
"G08600PN","Hex(2)HexNAc(1)dHex(2) % 837.311402045"
"G08606AS","Hex(2)HexNAc(2)dHex(2)S(1) % 1120.34758924"
"G08606CV","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G08608DR","Hex(5)HexNAc(6)dHex(2) % 2338.86673557"
"G08609CW","Hex(6)HexNAc(7)dHex(1)NeuAc(4) % 3722.32268935"
"G08624KO","Hex(5)HexNAc(4)NeuAc(3) % 2513.87842253"
"G08629JA","Hex(8)HexNAc(7)dHex(3)NeuAc(4) % 4338.54415409"
"G08629YK","Hex(7)HexNAc(5)dHex(1)NeuAc(1) % 2604.93051773"
"G08631JB","Hex(4)aldi(1) % 668.23750877"
"G08634HO","Hex(1)HexNAc(3)aldi(1) % 791.317156085"
"G08636CQ","Hex(4)HexNAc(6) % 1884.69809433"
"G08639EI","Hex(7)HexNAc(5)dHex(1)NeuAc(1)NeuGc(1) % 2912.020849"
"G08640KF","Hex(3)HexNAc(1) % 707.248407805"
"G08642ES","Hex(2)NeuGc(2)S(1) % 1036.25368882"
"G08644YY","Hex(2)NeuAc(1) % 633.211628335"
"G08646IB","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G08646YJ","Hex(5)HexNAc(4)NeuAc(1) % 1931.68758926"
"G08648UJ","Hex(3)HexNAc(1)NeuAc(3) % 1580.53465771"
"G08650GW","Hex(5)HexNAc(5)NeuAc(1)aldi(1) % 2136.78261193"
"G08653HP","Hex(3)HexNAc(2)dHex(1) % 1056.38568928"
"G08662MT","Hex(4)HexNAc(2)NeuAc(2) % 1654.57143718"
"G08670FK","Hex(6)HexNAc(5)NeuAc(1) % 2296.81978536"
"G08671QK","Hex(1)HexNAc(1)dHex(1)S(1) % 609.157484265"
"G08672HQ","Hex(4) % 666.2218587"
"G08673AT","Hex(6)HexNAc(4)dHex(1)NeuGc(1) % 2255.79323626"
"G08673GI","Hex(2)HexNAc(2) % 748.27495691"
"G08675PK","Hex(7)HexNAc(6)dHex(1) % 2516.9144737"
"G08677HF","Hex(3) % 504.1690352"
"G08678VD","Hex(2)HexNAc(4)dHex(2) % 1446.54951986"
"G08679EM","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G08679LR","Hex(8)HexNAc(5) % 2329.83001573"
"G08681CU","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G08690HO","Hex(7)HexNAc(6)dHex(1)NeuAc(3) % 3390.2007236"
"G08691QG","Hex(4)HexNAc(1)dHex(2) % 1161.41704904"
"G08697NH","Hex(2)HexNAc(2) % 748.27495691"
"G08700OQ","Hex(3)HexNAc(3)dHex(1)NeuAc(1) % 1550.56047852"
"G08703BV","Hex(2)HexNAc(2)aldi(1) % 750.29060698"
"G08705ZV","Hex(11)HexNAc(6)dHex(1) % 3165.1257677"
"G08709JB","Hex(6)HexNAc(5)dHex(2) % 2297.84018646"
"G08711TN","Hex(3)HexNAc(7) % 1925.72464343"
"G08711ZN","Hex(2)dHex(1) % 488.17412057"
"G08712ES","Hex(4)HexNAc(5)dHex(2) % 1973.73453947"
"G08712IY","Hex(6)HexNAc(4)dHex(3)NeuAc(1) % 2531.91413937"
"G08714SK","Hex(6)HexNAc(6)dHex(1) % 2354.8616502"
"G08715FO","Hex(3)HexNAc(3)S(1)aldi(1) % 1195.37961767"
"G08718YM","Hex(3)HexNAc(1)NeuAc(1) % 998.34382444"
"G08719OP","Hex(1) % 180.0633882"
"G08722HB","Hex(2)NeuAc(1) % 633.211628335"
"G08723AU","Hex(4)HexNAc(2)NeuAc(1) % 1363.47602054"
"G08729NX","Hex(6)HexNAc(5)dHex(3) % 2443.89809534"
"G08731KN","Hex(10)HexNAc(1) % 1841.61817231"
"G08735WG","HexNAc(3)S(1) % 707.205497105"
"G08735ZX","Hex(7)HexNAc(6)NeuAc(3) % 3244.14281473"
"G08737BQ","Hex(6)HexNAc(5)NeuAc(3) % 2879.01061863"
"G08739AJ","Hex(3) % 504.1690352"
"G08744HU","Hex(2)HexNAc(2)dHex(1) % 894.33286578"
"G08748CW","Hex(3)HexNAc(2) % 910.32778041"
"G08748WO","Hex(7)HexNAc(5)NeuAc(4) % 3332.15885876"
"G08749AK","Hex(1)HexNAc(1) % 383.142760805"
"G08749YC","Hex(6)HexNAc(5)dHex(2) % 2297.84018646"
"G08755WX","Hex(9)HexNAc(2) % 1882.64472141"
"G08757HG","Hex(5)HexNAc(4)dHex(1)NeuAc(1) % 2077.74549812"
"G08762OF","Hex(7)HexNAc(6)NeuGc(1) % 2677.9468961"
"G08770RO","Hex(1)dHex(1) % 326.12129707"
"G08771DC","Hex(3)HexNAc(2) % 910.32778041"
"G08772KU","Hex(3)HexNAc(1) % 707.248407805"
"G08776GA","Hex(3)HexNAc(3)dHex(2)NeuAc(1) % 1696.61838739"
"G08778HV","Hex(6)HexNAc(4)dHex(1)NeuAc(1) % 2239.79832162"
"G08781JF","Hex(6)HexNAc(5)dHex(1) % 2151.78227759"
"G08785FX","Hex(4) % 666.2218587"
"G08790WV","Hex(6)HexNAc(2)dHex(1) % 1542.54415978"
"G08795GE","Hex(2)dHex(1) % 488.17412057"
"G08796TW","Hex(5)HexNAc(5)dHex(2)NeuAc(2) % 2717.97819624"
"G08796XG","Hex(1)dHex(1) % 326.12129707"
"G08799JV","Hex(3)HexNAc(8)dHex(1) % 2274.86192491"
"G08801NX","Hex(3)HexNAc(1)dHex(2) % 999.364225545"
"G08805HB","Hex(3)HexNAc(3)dHex(2)NeuAc(1) % 1696.61838739"
"G08806VI","Hex(2) % 342.1162117"
"G08807TL","Hex(7)HexNAc(4)dHex(1) % 2110.75572849"
"G08814EN","Hex(2)HexNAc(2)dHex(2) % 1040.39077465"
"G08819PX","Hex(5)HexNAc(5)dHex(1)NeuAc(1) % 2280.82487073"
"G08820NR","Hex(3)HexNAc(6)dHex(1) % 1868.7031797"
"G08822BC","Hex(1)HexNAc(2)dHex(1) % 732.28004228"
"G08826KQ","Hex(4)HexNAc(7)dHex(1) % 2233.83537581"
"G08835ES","Hex(5)HexNAc(4)dHex(1)NeuAc(2) % 2368.84091476"
"G08835TC","Hex(4)HexNAc(2)NeuAc(1) % 1363.47602054"
"G08838KS","Hex(7)HexNAc(6)dHex(2)NeuAc(4) % 3827.35404911"
"G08843CO","Hex(7) % 1152.3803292"
"G08847AG","Hex(3)HexNAc(1)dHex(3) % 1145.42213441"
"G08851AT","Hex(4)HexNAc(2)dHex(3) % 1510.55433052"
